title,release_date,budget,director,distributor,dom_total_gross,domestic_total_adj_gross,genre,oscar_noms,producers,rating,runtime_mins,theaters,season,theater_run,Year,summer,fall,winter,spring,holiday,,PG-13,R,PG,G,GP,M/PG
Il Posto,12/20/2002,,,Cowboy,9080,13800,None,0,,,90,1,holiday,181,1982,0,0,0,0,1,1,0,0,0,0,0,0
Il Trittico at La Scala,5/2/2008,,,Emerging Pictures,80374,100000,Other,0,,,,43,summer,174,1978,1,0,0,0,0,1,0,0,0,0,0,0
Ill Gotten Gains,9/18/1998,,,Spats Films,8329,15900,None,0,,R,101,8,fall,13,2002,0,1,0,0,0,0,0,1,0,0,0,0
Illegal Tender,8/24/2007,,,Universal,3106835,4032600,Act_Adven,0,,R,108,514,summer,27,2001,1,0,0,0,0,0,0,1,0,0,0,0
Illegally Yours,5/13/1988,,,United Artists,259019,562800,Comedy,0,,PG,102,,summer,0,2014,1,0,0,0,0,0,0,0,1,0,0,0
Illuminata,8/3/1999,,,Artisan,840134,1476800,Historical,0,,R,111,33,summer,0,2007,1,0,0,0,0,0,0,1,0,0,0,0
Illusion,2/17/2006,,,Slowhand Cinema,9261,12600,Drama,0,,PG-13,106,5,winter,3,2015,0,0,1,0,0,0,1,0,0,0,0,0
The Illusionist,8/18/2006,16500000,Neil Burger,Yari Film Group,39868642,54347200,Historical,1,"Brian Koppelman, David Levien, Michael London, Cathy Schulman, Bob Yari",PG-13,109,1438,summer,181,2015,1,0,0,0,0,0,1,0,0,0,0,0
The Illusionist,12/25/2010,17000000,Sylvain Chomet,Sony Classics,2231474,2533600,Animation,1,,PG,82,206,holiday,138,2017,0,0,0,0,1,0,0,0,1,0,0,0
The Illustrated Man,3/26/1969,,Jack Smight,Warner Bros.,,,Fantasy_Scifi,0,"Howard B. Kreitsek, Ted Mann",M/PG,103,,spring,0,1999,0,0,0,1,0,0,0,0,0,0,0,1
The Imaginarium of Doctor Parnassus,12/25/2009,30000000,Terry Gilliam,Sony Classics,7689607,8670700,Fantasy_Scifi,2,,PG-13,122,607,holiday,153,1991,0,0,0,0,1,0,1,0,0,0,0,0
Imaginary Crimes,10/14/1994,,,Warner Bros.,89611,191400,None,0,"Gary Barber, Ted Field, James G. Robinson",PG,107,7,fall,0,2012,0,1,0,0,0,0,0,0,1,0,0,0
Imaginary Heroes,12/17/2004,,Dan Harris,Sony Classics,228767,318700,Drama,0,,R,112,24,holiday,153,1977,0,0,0,0,1,0,0,1,0,0,0,0
Imaginary Witness: Hollywood and the Holocaust,12/7/2007,,,Shadow Dist.,21507,26900,Documentary,0,,,92,3,holiday,142,2016,0,0,0,0,1,1,0,0,0,0,0,0
Imagine Me and You,1/27/2006,,,Fox Searchlight,672243,916500,Romance,0,,R,93,106,winter,55,1997,0,0,1,0,0,0,0,1,0,0,0,0
Imagine That,6/12/2009,55000000,,Paramount,16123323,20053100,Fantasy_Scifi,0,"Lorenzo di Bonaventura, Ed Solomon",PG,107,3011,summer,69,2004,1,0,0,0,0,0,0,0,1,0,0,0
Imagine: John Lennon,10/7/1988,,Andrew Solt,Warner Bros.,3753977,8156500,Documentary,0,,R,106,561,fall,0,1944,0,1,0,0,0,0,0,1,0,0,0,0
Imagining Argentina,6/11/2004,,Christopher Hampton,Arenas Entertainment,8899,12800,Romance,0,,R,107,1,summer,13,2007,1,0,0,0,0,0,0,1,0,0,0,0
The IMAX Nutcracker,11/12/1999,,,IMAX,1009291,1748000,Other,0,,,37,26,holiday,0,2003,0,0,0,0,1,1,0,0,0,0,0,0
Imelda,6/9/2004,,,Unico Entertainment,200992,289000,Documentary,0,,,103,6,summer,0,2010,1,0,0,0,0,1,0,0,0,0,0,0
The Imitation Game,11/28/2014,,Morten Tyldum,Weinstein Company,91125683,100004000,Drama,8,"Nora Grossman, Graham Moore, Ido Ostrowsky, Teddy Schwarzman",PG-13,114,2402,holiday,167,2009,0,0,0,0,1,0,1,0,0,0,0,0
Imitation of Life,11/26/1934,,John M. Stahl,Universal,,,Drama,0,"Carl Laemmle, Jr.",,111,,holiday,0,1953,0,0,0,0,1,1,0,0,0,0,0,0
Imitation of Life,4/17/1959,,Douglas Sirk,Universal,,,Drama,0,Ross Hunter,,125,,spring,0,1998,0,0,0,1,0,1,0,0,0,0,0,0
Immediate Family,10/27/1989,,,Columbia,5932613,13344700,None,0,Lawrence Kasdan,PG-13,99,836,fall,0,1992,0,1,0,0,0,0,1,0,0,0,0,0
The Immigrant,5/16/2014,,James Gray,Weinstein Company,2025328,2174800,Drama,0,"James Gray, Greg Shapiro",R,120,150,summer,48,1962,1,0,0,0,0,0,0,1,0,0,0,0
Immigration Tango,2/18/2011,,,Roadside Attractions,24554,27900,Comedy,0,,R,90,30,winter,13,1989,0,0,1,0,0,0,0,1,0,0,0,0
Immortal Beloved,12/16/1994,,,Sony / Columbia,9914409,20368700,Historical,0,,R,121,463,holiday,0,2002,0,0,0,0,1,0,0,1,0,0,0,0
The Immortalists,11/26/2014,,,Gathr Films,9331,10100,Documentary,0,,,78,3,holiday,64,2004,0,0,0,0,1,1,0,0,0,0,0,0
Immortals,11/11/2011,75000000,Tarsem,Relativity,83504017,95222500,Fantasy_Scifi,0,"Mark Canton, Ryan Kavanaugh, Gianni Nunnari, Tucker Tooley",R,110,3120,holiday,104,2008,0,0,0,0,1,0,0,1,0,0,0,0
The Imperialists Are Still Alive!,4/15/2011,,,IFC,5874,6500,Drama,0,,,90,1,spring,9,2012,0,0,0,1,0,1,0,0,0,0,0,0
The Importance of Being Earnest,5/17/2002,,Oliver Parker,Miramax,8384929,12887700,Historical,0,,PG,94,216,summer,139,2005,1,0,0,0,0,0,0,0,1,0,0,0
The Impossible,12/21/2012,,J.A. Bayona,Lionsgate/Summit,19019882,21372200,Drama,1,,PG-13,107,886,holiday,118,2017,0,0,0,0,1,0,1,0,0,0,0,0
The Imposter,7/13/2012,,,Indomina Media,898317,1025000,Documentary,0,,,99,31,summer,142,0,1,0,0,0,0,1,0,0,0,0,0,0
Impostor,1/4/2002,30000000,,Miramax,6285176,9660300,Fantasy_Scifi,0,,PG-13,95,1870,winter,20,2015,0,0,1,0,0,0,1,0,0,0,0,0
The Impostors,10/2/1998,,Stanley Tucci,Fox Searchlight,2198044,4185200,Historical,0,,R,101,162,fall,0,2016,0,1,0,0,0,0,0,1,0,0,0,0
Impromptu,4/12/1991,,,Hemdale,4076211,8646200,Historical,0,,PG-13,107,166,spring,0,2017,0,0,0,1,0,0,1,0,0,0,0,0
Impulse,9/28/1984,,,Fox,2773433,7371100,None,0,,R,91,376,fall,0,2010,0,1,0,0,0,0,0,1,0,0,0,0
Impulse,4/6/1990,,,Warner Bros.,2544504,5371700,Crime_Thriller,0,,R,109,155,spring,0,2001,0,0,0,1,0,0,0,1,0,0,0,0
In & Out,9/19/1997,35000000,Frank Oz,Paramount,63856929,124235800,Comedy,1,Scott Rudin,PG-13,92,2452,fall,0,2003,0,1,0,0,0,0,1,0,0,0,0,0
In a Dream,4/10/2009,,,International Film Circuit,54640,65400,Documentary,0,,,80,4,spring,86,2003,0,0,0,1,0,1,0,0,0,0,0,0
In a Valley of Violence,10/21/2016,,Ti West,Focus World,53647,54500,Western,0,,R,104,33,fall,13,2000,0,1,0,0,0,0,0,1,0,0,0,0
In a World,8/9/2013,,Lake Bell,Roadside Attractions,2963902,3342600,Comedy,0,,R,,144,summer,118,2013,1,0,0,0,0,0,0,1,0,0,0,0
In America,11/26/2003,,Jim Sheridan,Fox Searchlight,15539656,22428600,Drama,3,,PG-13,107,403,holiday,197,2003,0,0,0,0,1,0,1,0,0,0,0,0
In Another Country,11/9/2012,,,Kino Lorber,25079,28100,Drama,0,,,89,6,holiday,125,2017,0,0,0,0,1,1,0,0,0,0,0,0
In Between,1/5/2018,,,Film Movement,,,Drama,0,,,96,,winter,0,2014,0,0,1,0,0,1,0,0,0,0,0,0
In Between Days,6/27/2007,,,Kino,23465,30500,Drama,0,,,83,4,summer,141,1998,1,0,0,0,0,1,0,0,0,0,0,0
In Bruges,2/8/2008,,Martin McDonagh,Focus Features,7800824,9702100,Crime_Thriller,1,,R,107,232,winter,139,2016,0,0,1,0,0,0,0,1,0,0,0,0
In Cold Blood,12/14/1967,,Richard Brooks,Columbia,,,Crime_Thriller,0,Richard Brooks,,134,,holiday,0,2005,0,0,0,0,1,1,0,0,0,0,0,0
In Country,9/15/1989,,,Warner Bros.,3531971,7944700,None,0,,R,120,606,fall,0,1992,0,1,0,0,0,0,0,1,0,0,0,0
The In Crowd,7/21/2000,24000000,Mary Lambert,Warner Bros.,5280035,8747800,Crime_Thriller,0,James G. Robinson,PG-13,105,1357,summer,0,1989,1,0,0,0,0,0,1,0,0,0,0,0
In Custody,4/15/1994,,,Sony Classics,92612,197900,None,0,,PG,125,3,spring,0,1992,0,0,0,1,0,0,0,0,1,0,0,0
In Dreams,1/15/1999,30000000,Neil Jordan,DreamWorks,12017369,21125000,Crime_Thriller,0,,R,98,1682,winter,0,2017,0,0,1,0,0,0,0,1,0,0,0,0
In God We Trust,9/26/1980,,,Universal,5215015,17312300,None,0,,PG,97,,fall,0,2015,0,1,0,0,0,0,0,0,1,0,0,0
In God's Hands,4/24/1998,,,Sony / Columbia,1546414,2944500,Sports,0,,PG-13,97,109,spring,0,2012,0,0,0,1,0,0,1,0,0,0,0,0
In Good Company,12/29/2004,,Paul Weitz,Universal,45806659,63818200,Comedy,0,"Rodney M. Liber, Andrew Miano, Chris Weitz, Paul Weitz",PG-13,110,1963,holiday,92,1990,0,0,0,0,1,0,1,0,0,0,0,0
In Harm's Way,4/6/1965,,Otto Preminger,Paramount,,,War,0,Otto Preminger,,165,,spring,0,2008,0,0,0,1,0,1,0,0,0,0,0,0
In Harmony,4/15/2016,,,Distrib Films,3144,3200,Drama,0,,,87,2,spring,13,1997,0,0,0,1,0,1,0,0,0,0,0,0
In Her Line of Fire,4/21/2006,,,Regent Releasing,884,1200,Act_Adven,0,,R,90,3,spring,13,2010,0,0,0,1,0,0,0,1,0,0,0,0
In Her Name,12/2/2016,,,Distrib Films,1623,1700,Drama,0,,,87,2,holiday,6,1995,0,0,0,0,1,1,0,0,0,0,0,0
In Her Shoes,10/7/2005,,Curtis Hanson,Fox,32880591,45805400,Comedy,0,"Ridley Scott, Tony Scott",PG-13,130,2840,fall,114,1992,0,1,0,0,0,0,1,0,0,0,0,0
In Her Skin  - Box Office Mojo,,,,IFC,,,Crime_Thriller,0,,PG,104,,,0,2012,0,0,0,0,0,0,0,0,1,0,0,0
In Jackson Heights,11/4/2015,,,Zipporah Films,121094,124600,Documentary,0,,,190,8,holiday,113,2001,0,0,0,0,1,1,0,0,0,0,0,0
In Love and War,12/18/1996,,Richard Attenborough,New Line,14481231,28173800,Romance,0,,PG-13,113,1612,holiday,0,2014,0,0,0,0,1,0,1,0,0,0,0,0
In My Country,3/11/2005,,,Sony Classics,163893,228300,Drama,0,,R,104,15,spring,104,2000,0,0,0,1,0,0,0,1,0,0,0,0
In My Father's Den  - Box Office Mojo,,,,Tartan,,,Drama,0,,R,,,,0,1958,0,0,0,0,0,0,0,1,0,0,0,0
In My Father's House,10/9/2015,,"Ricki Stern, Anne Sundberg",OA Investment Holdings,,,Documentary,0,,,92,,fall,0,1979,0,1,0,0,0,1,0,0,0,0,0,0
In My Skin,11/7/2003,,,Wellspring,31046,45800,None,0,,,93,3,holiday,128,2001,0,0,0,0,1,1,0,0,0,0,0,0
In My Sleep,4/23/2010,,,Morning Star,30158,34300,Drama,0,Ralph Winter,PG-13,90,2,spring,83,2003,0,0,0,1,0,0,1,0,0,0,0,0
In No Great Hurry: 13 Lessons in Life with Saul Leiter,1/3/2014,,,mTuckman Media,12133,13600,Documentary,0,,,75,4,winter,13,1986,0,0,1,0,0,1,0,0,0,0,0,0
In Old California,5/31/1942,,William C. McGann,Republic,,,Western,0,,,88,,summer,0,2015,1,0,0,0,0,1,0,0,0,0,0,0
In Order of Disappearance,8/26/2016,,,Magnolia,50251,52700,Act_Adven,0,,R,114,10,summer,27,1999,1,0,0,0,0,0,0,1,0,0,0,0
In Our Hands: The Battle for Jerusalem,5/23/2017,,,Fathom,2534370,2528700,Documentary,0,,,121,733,summer,14,2000,1,0,0,0,0,1,0,0,0,0,0,0
In Our Nature,12/7/2012,,,Cinedigm Entertainment,6543,7300,Drama,0,,,103,1,holiday,13,1985,0,0,0,0,1,1,0,0,0,0,0,0
In Over My Head,10/26/2012,,,Slater Brothers,19482,22400,Romance,0,,,106,1,fall,0,2000,0,1,0,0,0,1,0,0,0,0,0,0
In Praise of Love,9/6/2002,,,Manhattan,252074,386300,None,0,,PG,97,11,fall,251,2008,0,1,0,0,0,0,0,0,1,0,0,0
In Pursuit of Silence,6/23/2017,,,Cinema Guild,29834,29800,Documentary,0,,,81,2,summer,0,2014,1,0,0,0,0,1,0,0,0,0,0,0
In Search of a Midnight Kiss,8/1/2008,,,IFC,172605,214700,Romance,0,,,90,11,summer,111,2003,1,0,0,0,0,1,0,0,0,0,0,0
In Search of Fellini,9/15/2017,,,AMBI,10796,10800,Drama,0,,R,104,3,fall,0,2003,0,1,0,0,0,0,0,1,0,0,0,0
In Secret,2/21/2014,,,Roadside Attractions,444179,498300,Romance,0,,R,,266,winter,13,2010,0,0,1,0,0,0,0,1,0,0,0,0
In the Army Now,8/12/1994,,,Buena Vista,28881266,61700900,Act_Adven,0,,PG,92,1452,summer,0,2003,1,0,0,0,0,0,0,0,1,0,0,0
In the Basement,11/6/2015,,,Strand,3643,3700,Documentary,0,,,81,1,holiday,34,2016,0,0,0,0,1,1,0,0,0,0,0,0
In the Bedroom,11/23/2001,1700000,Todd Field,Miramax,35930604,55267100,Drama,5,"Todd Field, Ted Hope, Ross Katz, Graham Leader",R,130,1103,holiday,174,2010,0,0,0,0,1,0,0,1,0,0,0,0
In the Company of Men,8/1/1997,,Neil LaBute,Sony Classics,2804473,5456200,Drama,0,,R,97,108,summer,160,1981,1,0,0,0,0,0,0,1,0,0,0,0
In the Cut,10/22/2003,,Jane Campion,Sony / Screen Gems,4750602,7035300,Romance,0,Nicole Kidman,R,113,825,fall,36,1957,0,1,0,0,0,0,0,1,0,0,0,0
In the Face of Evil: Reagan's War in Word and Deed,10/1/2004,,,Non-Fiction Films,110577,159000,Documentary,0,,PG-13,107,15,fall,0,2010,0,1,0,0,0,0,1,0,0,0,0,0
In the Fade,12/27/2017,,,Magnolia,,,Crime_Thriller,0,,R,105,,holiday,0,2015,0,0,0,0,1,0,0,1,0,0,0,0
In the Family,11/4/2011,,,In the Family,101934,112100,Drama,0,,,169,5,holiday,0,1994,0,0,0,0,1,1,0,0,0,0,0,0
In the Heart of the Sea,12/11/2015,100000000,Ron Howard,Warner Bros.,25020758,25710300,Drama,0,,PG-13,121,3103,holiday,62,2017,0,0,0,0,1,0,1,0,0,0,0,0
In the Heat of the Night,8/2/1967,,Norman Jewison,United Artists,,,Drama,0,Walter Mirisch,,109,,summer,0,2015,1,0,0,0,0,1,0,0,0,0,0,0
In the Land of Blood and Honey,12/23/2011,,Angelina Jolie,FilmDistrict,303877,343100,Drama,0,"Graham King, Tim Moore",R,127,18,holiday,76,2017,0,0,0,0,1,0,0,1,0,0,0,0
In the Land of Women,4/20/2007,,,Warner Bros.,11052958,14346400,Drama,0,"Steve Golin, Lawrence Kasdan",PG-13,100,2155,spring,69,1999,0,0,0,1,0,0,1,0,0,0,0,0
In the Loop,7/24/2009,,,IFC,2388804,2856900,Comedy,1,,,106,92,summer,90,2017,1,0,0,0,0,1,0,0,0,0,0,0
In the Mirror of Maya Deren,1/24/2003,,,Zeitgeist,8077,12000,None,0,,,103,2,winter,13,1990,0,0,1,0,0,1,0,0,0,0,0,0
In the Mix,11/23/2005,,Ron Underwood,Lions Gate,10223896,14243300,Crime_Thriller,0,,PG-13,97,1608,holiday,36,2004,0,0,0,0,1,0,1,0,0,0,0,0
In the Mouth of Madness,2/3/1995,8000000,John Carpenter,New Line,8924549,18321000,Horror,0,Michael De Luca,R,95,1531,winter,0,2006,0,0,1,0,0,0,0,1,0,0,0,0
In the Name of the Father,12/31/1993,,Jim Sheridan,Universal,25096862,53616000,Drama,7,,R,133,688,holiday,174,1993,0,0,0,0,1,0,0,1,0,0,0,0
In the Name of the King: A Dungeon Siege Tale,1/11/2008,,Uwe Boll,Freestyle Releasing,4775656,5939600,Fantasy_Scifi,0,,PG-13,124,1632,winter,13,1994,0,0,1,0,0,0,1,0,0,0,0,0
In the Realms of the Unreal,12/22/2004,,,Wellspring,417120,583500,Documentary,0,,,81,13,holiday,176,1998,0,0,0,0,1,1,0,0,0,0,0,0
In the Shadow of the Moon,9/7/2007,,,ThinkFilm,1134358,1472400,Documentary,0,,PG,100,104,fall,111,2001,0,1,0,0,0,0,0,0,1,0,0,0
In the Shadow of Women,1/15/2016,,,Distrib Films,50291,52300,Drama,0,,,73,4,winter,86,2016,0,0,1,0,0,1,0,0,0,0,0,0
In the Soup,10/23/1992,,,Triton,256249,551400,None,0,,R,93,4,fall,0,2002,0,1,0,0,0,0,0,1,0,0,0,0
In the Steps of Trisha Brown,2/7/2017,,,Icarus Films,6230,6200,Documentary,0,,,79,4,winter,0,2002,0,0,1,0,0,1,0,0,0,0,0,0
In the Valley of Elah,9/14/2007,,Paul Haggis,Warner Independent,6777741,8796600,War,1,,R,121,978,fall,160,1999,0,1,0,0,0,0,0,1,0,0,0,0
In This Corner of the World,8/11/2017,,,FUNimation Films,172147,172100,Animation,0,,PG-13,130,20,summer,34,1935,1,0,0,0,0,0,1,0,0,0,0,0
In This Our Life,5/8/1942,,John Huston,Warner Bros.,,,Drama,0,Hal B. Wallis,,97,,summer,0,1952,1,0,0,0,0,1,0,0,0,0,0,0
In This World,9/19/2003,,Michael Winterbottom,Sundance Film Series,84299,124800,Drama,0,,R,88,10,fall,27,1998,0,1,0,0,0,0,0,1,0,0,0,0
In Time,10/28/2011,40000000,Andrew Niccol,Fox,37520095,42783800,Fantasy_Scifi,0,"Marc Abraham, Arnon Milchan, Eric Newman, Andrew Niccol",PG-13,109,3127,fall,97,2012,0,1,0,0,0,0,1,0,0,0,0,0
In Too Deep,8/27/1999,,,Miramax,14011454,24630400,Crime_Thriller,0,Don Carmody,R,97,674,summer,0,2001,1,0,0,0,0,0,0,1,0,0,0,0
The In-Laws,5/23/2003,,Andrew Fleming,Warner Bros.,20453431,30290100,Act_Adven,0,Bill Gerber,PG-13,98,2652,summer,69,2004,1,0,0,0,0,0,1,0,0,0,0,0
In/Significant Others,5/14/2010,,,North Poplar Pictures,3763,4300,Drama,0,,,99,1,summer,76,1987,1,0,0,0,0,1,0,0,0,0,0,0
InAPPropriate Comedy,3/22/2013,,,Freestyle Releasing,228004,252900,Comedy,0,,R,84,275,spring,6,2013,0,0,0,1,0,0,0,1,0,0,0,0
The Inbetweeners 2  - Box Office Mojo,,,,Unknown,,,Comedy,0,,,96,,,0,2017,0,0,0,0,0,1,0,0,0,0,0,0
The Inbetweeners Movie,9/7/2012,,,Wrekin Hill,36000,39600,Comedy,0,,R,95,10,fall,0,1991,0,1,0,0,0,0,0,1,0,0,0,0
Incantato,9/24/2004,,,Northern Arts,23039,33100,None,0,,,107,2,fall,48,2010,0,1,0,0,0,1,0,0,0,0,0,0
Incarnate,12/2/2016,5000000,Brad Peyton,BH Tilt,4799774,4876200,Horror,0,,PG-13,91,1737,holiday,27,1989,0,0,0,0,1,0,1,0,0,0,0,0
Incendiary,9/23/2011,,Sharon Maguire,Truly Indie,22457,25300,Documentary,0,,,99,3,fall,27,0,0,1,0,0,0,1,0,0,0,0,0,0
Inception,7/16/2010,160000000,Christopher Nolan,Warner Bros.,292576195,328642200,Fantasy_Scifi,8,"Christopher Nolan, Emma Thomas, Thomas Tull",PG-13,148,3792,summer,174,2012,1,0,0,0,0,0,1,0,0,0,0,0
InchAllah,8/16/2013,,,Entertainment One,9840,11200,Drama,0,,R,102,2,summer,20,2013,1,0,0,0,0,0,0,1,0,0,0,0
Inchon,9/17/1982,46000000,,MGM,5200986,15797600,None,0,,PG,140,1291,fall,0,2008,0,1,0,0,0,0,0,0,1,0,0,0
Incident at Loch Ness,9/17/2004,,Zak Penn,Abramorama,37493,53900,None,0,,PG-13,104,2,fall,0,2017,0,1,0,0,0,0,1,0,0,0,0,0
Incident at Oglala,5/8/1992,,,Miramax,536848,1155200,Documentary,0,,PG,90,12,summer,0,2014,1,0,0,0,0,0,0,0,1,0,0,0
An Inconsistent Truth,1/27/2012,,,Rocky Mountain Pictures,69394,78200,Documentary,0,,PG,89,3,winter,48,2004,0,0,1,0,0,0,0,0,1,0,0,0
An Inconvenient Sequel: Truth to Power,7/28/2017,,,Paramount,3496795,3496800,Documentary,0,,PG,100,556,summer,41,1986,1,0,0,0,0,0,0,0,1,0,0,0
An Inconvenient Truth,5/24/2006,,Davis Guggenheim,Paramount Classics,24146161,32919900,Documentary,2,"Lawrence Bender, Scott Z. Burns, Jeff Skoll",PG,100,587,summer,162,2006,1,0,0,0,0,0,0,0,1,0,0,0
The Incredible Burt Wonderstone,3/15/2013,30000000,Don Scardino,Warner Bros. (New Line),22537881,25156000,Comedy,0,"Chris Bender, J.C. Spink",PG-13,100,3160,spring,55,1983,0,0,0,1,0,0,1,0,0,0,0,0
The Incredible Hulk,6/13/2008,150000000,Louis Leterrier,Universal,134806913,167663700,Act_Adven,0,"Avi Arad, Kevin Feige, Gale Anne Hurd, Stan Lee, David Maisel, Jim Van Wyck",PG-13,114,3508,summer,83,1987,1,0,0,0,0,0,1,0,0,0,0,0
The Incredible Shrinking Woman,1/30/1981,,Joel Schumacher,Universal,20259961,65079700,Fantasy_Scifi,0,,PG,88,,winter,0,1989,0,0,1,0,0,0,0,0,1,0,0,0
The Incredibles,11/5/2004,92000000,Brad Bird,Buena Vista,261441092,375327500,Animation,4,John Lasseter,PG,115,3933,holiday,160,1992,0,0,0,0,1,0,0,0,1,0,0,0
The Incredibles 2,6/15/2018,,Brad Bird,Buena Vista,,,Animation,0,,,,,summer,0,1998,1,0,0,0,0,1,0,0,0,0,0,0
Indecent Proposal,4/9/1993,,,Paramount,106614059,229967000,Romance,0,Sherry Lansing,R,116,1922,spring,0,1986,0,0,0,1,0,0,0,1,0,0,0,0
Independence Day,7/3/1996,75000000,Roland Emmerich,Fox,306169268,618571100,Fantasy_Scifi,1,Dean Devlin,PG-13,153,2977,summer,193,2014,1,0,0,0,0,0,1,0,0,0,0,0
Independence Day 3D  - Box Office Mojo,,,,Fox,306169268,,Fantasy_Scifi,0,,PG-13,153,,,0,2004,0,0,0,0,0,0,1,0,0,0,0,0
Independence Day: Resurgence,6/24/2016,165000000,Roland Emmerich,Fox,103144286,106749800,Fantasy_Scifi,0,"Dean Devlin, Roland Emmerich, Harald Kloser",PG-13,120,4130,summer,83,2005,1,0,0,0,0,0,1,0,0,0,0,0
The Independent,11/30/2001,,,Arrow Releasing,238431,367100,Comedy,0,,R,95,11,holiday,160,2015,0,0,0,0,1,0,0,1,0,0,0,0
Independent Spirits,11/28/2003,,,Cinema Four,1551,2300,None,0,,,,1,holiday,0,2017,0,0,0,0,1,1,0,0,0,0,0,0
The Indian in the Cupboard,7/14/1995,,Frank Oz,Paramount,35656131,73197500,Family,0,"Kathleen Kennedy, Frank Marshall",PG,97,1723,summer,0,2006,1,0,0,0,0,0,0,0,1,0,0,0
Indian Point,7/8/2016,,,First Run,7251,7600,Documentary,0,,,94,2,summer,27,2010,1,0,0,0,0,1,0,0,0,0,0,0
The Indian Runner,9/20/1991,,,MGM,191125,405400,None,0,,R,127,9,fall,0,2010,0,1,0,0,0,0,0,1,0,0,0,0
Indian Summer,4/23/1993,,Mike Binder,Buena Vista,14904910,32150000,Comedy,0,Jeffrey Silver,PG-13,98,1401,spring,0,2016,0,0,0,1,0,0,1,0,0,0,0,0
Indiana Jones and the Kingdom of the Crystal Skull,5/22/2008,185000000,Steven Spielberg,Paramount,317101119,394389000,Historical,0,"George Lucas, Frank Marshall",PG-13,120,4264,summer,147,1989,1,0,0,0,0,0,1,0,0,0,0,0
Indiana Jones and the Last Crusade,5/24/1989,48000000,Steven Spielberg,Paramount,197171806,441289300,Historical,3,"George Lucas, Frank Marshall",PG-13,127,2327,summer,0,2013,1,0,0,0,0,0,1,0,0,0,0,0
Indiana Jones and the Temple of Doom,5/23/1984,28000000,Steven Spielberg,Paramount,179870271,478048100,Historical,2,"Kathleen Kennedy, George Lucas, Frank Marshall",PG,118,1687,summer,0,2014,1,0,0,0,0,0,0,0,1,0,0,0
Indignation,7/29/2016,,James Schamus,Roadside Attractions,3401155,3566300,Drama,0,,R,110,317,summer,97,2003,1,0,0,0,0,0,0,1,0,0,0,0
Indigo,1/28/2005,,,"Monterey Media, Inc.",1190000,1657800,Fantasy_Scifi,0,,,105,603,winter,0,2001,0,0,1,0,0,1,0,0,0,0,0,0
Inequality for All,9/27/2013,,,Radius-TWC,1205273,1289700,Documentary,0,,PG,85,103,fall,153,2012,0,1,0,0,0,0,0,0,1,0,0,0
Inescapable,2/22/2013,,,IFC,6334,7100,Crime_Thriller,0,,R,93,7,winter,13,2002,0,0,1,0,0,0,0,1,0,0,0,0
The Inevitable Defeat of Mister and Pete,10/11/2013,,"George Tillman, Jr.",Lionsgate,494608,529000,Drama,0,"George Tillman, Jr.",R,108,147,fall,20,1936,0,1,0,0,0,0,0,1,0,0,0,0
Infamous,10/13/2006,,Douglas McGrath,Warner Independent,1151330,1569700,Drama,0,John Wells,R,118,179,fall,69,2012,0,1,0,0,0,0,0,1,0,0,0,0
Inferno,10/28/2016,75000000,Ron Howard,Sony / Columbia,34343574,34889700,Crime_Thriller,0,"Brian Grazer, Ron Howard",PG-13,121,3576,fall,83,1999,0,1,0,0,0,0,1,0,0,0,0,0
The Infiltrator,7/13/2016,,Brad Furman,Broad Green Pictures,15436808,16198500,Drama,0,,R,127,1601,summer,85,1989,1,0,0,0,0,0,0,1,0,0,0,0
Infinitely Polar Bear,6/19/2015,,,Sony Classics,1430655,1547800,Comedy,0,,R,90,110,summer,118,1988,1,0,0,0,0,0,0,1,0,0,0,0
Infinity,10/4/1996,,,First Look,195170,394300,Romance,0,,PG,119,46,fall,0,2007,0,1,0,0,0,0,0,0,1,0,0,0
Infliction,3/16/2014,,,Fox Trail Productions,2256,2300,Horror,0,,,100,2,spring,119,1995,0,0,0,1,0,1,0,0,0,0,0,0
The Informant,9/13/2013,,,Music Box Films,10068,11200,Documentary,0,,,81,4,fall,48,1991,0,1,0,0,0,1,0,0,0,0,0,0
The Informant!,9/18/2009,22000000,Steven Soderbergh,Warner Bros.,33316821,39428000,Drama,0,"Jennifer Fox, Gregory Jacobs, Jeff Skoll",R,108,2505,fall,90,1999,0,1,0,0,0,0,0,1,0,0,0,0
The Informer,5/9/1935,,John Ford,RKO,,,Drama,0,John Ford,,91,,summer,0,2015,1,0,0,0,0,1,0,0,0,0,0,0
The Informers,4/24/2009,,,Senator Distribution,300000,373100,Drama,0,Nicholas Jarecki,R,98,482,spring,0,2000,0,0,0,1,0,0,0,1,0,0,0,0
Inglourious Basterds,8/21/2009,70000000,Quentin Tarantino,Weinstein Company,120540719,144085700,War,8,Lawrence Bender,R,152,3358,summer,118,2017,1,0,0,0,0,0,0,1,0,0,0,0
Ingrid Bergman: In Her Own Words,11/13/2015,,Stig Bjorkman,Rialto,138148,143000,Documentary,0,,,114,13,holiday,342,2014,0,0,0,0,1,1,0,0,0,0,0,0
Ingrid Goes West,8/11/2017,,,Neon,3024308,3024300,Comedy,0,,R,97,647,summer,0,2001,1,0,0,0,0,0,0,1,0,0,0,0
Inhale,10/22/2010,,Baltasar Kormakur,IFC,4115,4600,Crime_Thriller,0,,R,100,2,fall,6,1994,0,1,0,0,0,0,0,1,0,0,0,0
